Time (seconds)	TX1 (dB)	TX2 (dB)	TX3 (dB)	TX4 (dB)	TX5 (dB)	TX6 (dB)	TX7 (dB)	TX8 (dB)	
2.2333	-66.0889+0.7504i	-80.9746+0.7504i	-76.8606+0.7504i	-92.1732+0.7504i	-67.8021+0.7504i	-94.6013+0.7504i	-59.5135+0.7504i	-92.3297+0.7504i
2.2500	-66.0559+0.7504i	-80.7959+0.7504i	-76.8635+0.7504i	-92.1663+0.7504i	-67.9955+0.7504i	-93.9055+0.7504i	-59.5640+0.7504i	-92.3493+0.7504i
2.2667	-66.0363+0.7504i	-80.5058+0.7504i	-76.8676+0.7504i	-92.1564+0.7504i	-68.2025+0.7504i	-92.9785+0.7504i	-59.5698+0.7504i	-92.3693+0.7504i
2.2833	-66.0345+0.7504i	-80.0879+0.7504i	-76.8705+0.7504i	-92.1434+0.7504i	-68.3975+0.7504i	-91.8522+0.7504i	-59.5887+0.7504i	-92.3907+0.7504i
2.3000	-66.0474+0.7504i	-79.5432+0.7504i	-76.8701+0.7504i	-92.1285+0.7504i	-68.5607+0.7504i	-90.5947+0.7504i	-59.4146+0.7504i	-92.4120+0.7504i
2.3167	-66.0695+0.7504i	-78.8944+0.7504i	-76.8668+0.7504i	-92.1140+0.7504i	-68.6844+0.7504i	-89.3414+0.7504i	-59.1907+0.7504i	-92.4525+0.7504i
2.3333	-66.0992+0.7504i	-78.1717+0.7504i	-76.8616+0.7504i	-92.1006+0.7504i	-68.7709+0.7504i	-88.2835+0.7504i	-58.9588+0.7504i	-92.5141+0.7504i
2.3500	-66.1395+0.7504i	-77.4103+0.7504i	-76.8550+0.7504i	-92.0875+0.7504i	-68.8300+0.7504i	-87.5667+0.7504i	-58.7096+0.7504i	-92.6261+0.7504i
2.3667	-66.1848+0.7504i	-76.6467+0.7504i	-76.8477+0.7504i	-92.0739+0.7504i	-68.8656+0.7504i	-87.1827+0.7504i	-58.4382+0.7504i	-92.8129+0.7504i
2.3833	-66.2169+0.7504i	-75.9273+0.7504i	-76.8419+0.7504i	-92.0603+0.7504i	-68.8796+0.7504i	-86.9822+0.7504i	-58.2369+0.7504i	-93.0022+0.7504i
2.4000	-66.2226+0.7504i	-75.2988+0.7504i	-76.8402+0.7504i	-92.0478+0.7504i	-68.8742+0.7504i	-86.8087+0.7504i	-58.0916+0.7504i	-93.1931+0.7504i
2.4167	-66.2050+0.7504i	-74.8027+0.7504i	-76.8460+0.7504i	-92.0380+0.7504i	-68.8480+0.7504i	-86.5966+0.7504i	-57.9912+0.7504i	-93.3818+0.7504i
2.4333	-66.1812+0.7504i	-74.4616+0.7504i	-76.8603+0.7504i	-92.0308+0.7504i	-68.8082+0.7504i	-86.3658+0.7504i	-57.9306+0.7504i	-93.5621+0.7504i
2.4500	-66.1705+0.7504i	-74.2758+0.7504i	-76.8811+0.7504i	-92.0247+0.7504i	-68.7701+0.7504i	-86.1879+0.7504i	-57.9109+0.7504i	-93.7243+0.7504i
2.4667	-66.2010+0.7504i	-74.2410+0.7504i	-76.9056+0.7504i	-92.0187+0.7504i	-68.7470+0.7504i	-86.1311+0.7504i	-57.9296+0.7504i	-93.8541+0.7504i
2.4833	-66.3024+0.7504i	-74.3556+0.7504i	-76.9325+0.7504i	-92.0145+0.7504i	-68.7327+0.7504i	-86.2246+0.7504i	-57.9781+0.7504i	-93.9349+0.7504i
2.5000	-66.4854+0.7504i	-74.6028+0.7504i	-76.9606+0.7504i	-92.0130+0.7504i	-68.7098+0.7504i	-86.4319+0.7504i	-58.0474+0.7504i	-93.9566+0.7504i
2.5167	-66.7430+0.7504i	-74.9336+0.7504i	-76.9877+0.7504i	-92.0152+0.7504i	-68.6668+0.7504i	-86.6712+0.7504i	-58.1337+0.7504i	-93.9221+0.7504i
2.5333	-67.0605+0.7504i	-75.2830+0.7504i	-77.0098+0.7504i	-92.0177+0.7504i	-68.6028+0.7504i	-86.8998+0.7504i	-58.2362+0.7504i	-93.8437+0.7504i
2.5500	-67.4056+0.7504i	-75.6030+0.7504i	-77.0261+0.7504i	-92.0184+0.7504i	-68.5223+0.7504i	-87.1062+0.7504i	-58.3548+0.7504i	-93.7331+0.7504i
2.5667	-67.7193+0.7504i	-75.9013+0.7504i	-77.0375+0.7504i	-92.0168+0.7504i	-68.4188+0.7504i	-87.2869+0.7504i	-58.4914+0.7504i	-93.5994+0.7504i
2.5833	-67.9485+0.7504i	-76.1998+0.7504i	-77.0444+0.7504i	-92.0124+0.7504i	-68.2871+0.7504i	-87.4316+0.7504i	-58.6446+0.7504i	-93.4508+0.7504i
2.6000	-68.0603+0.7504i	-76.6078+0.7504i	-77.0467+0.7504i	-92.0056+0.7504i	-68.1339+0.7504i	-87.4998+0.7504i	-58.8079+0.7504i	-93.2941+0.7504i
2.6167	-68.0703+0.7504i	-77.1120+0.7504i	-77.0467+0.7504i	-91.9991+0.7504i	-67.9820+0.7504i	-87.4266+0.7504i	-58.9738+0.7504i	-93.1320+0.7504i
2.6333	-68.0192+0.7504i	-77.6922+0.7504i	-77.0469+0.7504i	-91.9951+0.7504i	-67.8468+0.7504i	-87.1714+0.7504i	-59.1452+0.7504i	-92.9604+0.7504i
2.6500	-67.9581+0.7504i	-78.3147+0.7504i	-77.0475+0.7504i	-91.9938+0.7504i	-67.7310+0.7504i	-86.7549+0.7504i	-59.2657+0.7504i	-92.8193+0.7504i
2.6667	-67.9239+0.7504i	-78.9388+0.7504i	-77.0467+0.7504i	-91.9938+0.7504i	-67.6362+0.7504i	-86.2635+0.7504i	-59.3151+0.7504i	-92.7219+0.7504i
2.6833	-67.9287+0.7504i	-79.5197+0.7504i	-77.0439+0.7504i	-91.9939+0.7504i	-67.5642+0.7504i	-85.7903+0.7504i	-59.3221+0.7504i	-92.6484+0.7504i
2.7000	-67.9634+0.7504i	-80.0264+0.7504i	-77.0412+0.7504i	-91.9944+0.7504i	-67.5155+0.7504i	-85.3822+0.7504i	-59.2832+0.7504i	-92.6006+0.7504i
2.7167	-68.0181+0.7504i	-80.4501+0.7504i	-77.0404+0.7504i	-91.9958+0.7504i	-67.4855+0.7504i	-85.0665+0.7504i	-59.3231+0.7504i	-92.5847+0.7504i
2.7333	-68.0818+0.7504i	-80.7898+0.7504i	-77.0427+0.7504i	-91.9994+0.7504i	-67.4539+0.7504i	-84.8032+0.7504i	-59.4398+0.7504i	-92.5920+0.7504i
2.7500	-68.1511+0.7504i	-81.0552+0.7504i	-77.0498+0.7504i	-92.0074+0.7504i	-67.4035+0.7504i	-84.4568+0.7504i	-59.4617+0.7504i	-92.6018+0.7504i
2.7667	-68.2286+0.7504i	-81.2603+0.7504i	-77.0618+0.7504i	-92.0217+0.7504i	-67.3336+0.7504i	-83.8432+0.7504i	-59.4904+0.7504i	-92.6134+0.7504i
2.7833	-68.3193+0.7504i	-81.4222+0.7504i	-77.0776+0.7504i	-92.0428+0.7504i	-67.2213+0.7504i	-82.4539+0.7504i	-59.4946+0.7504i	-92.6236+0.7504i
2.8000	-68.4111+0.7504i	-81.5642+0.7504i	-77.0956+0.7504i	-92.0699+0.7504i	-67.1139+0.7504i	-81.3133+0.7504i	-59.4730+0.7504i	-92.6284+0.7504i
2.8167	-68.5080+0.7504i	-81.6630+0.7504i	-77.1161+0.7504i	-92.1019+0.7504i	-66.9741+0.7504i	-80.1669+0.7504i	-59.4404+0.7504i	-92.6256+0.7504i
2.8333	-68.6180+0.7504i	-81.6622+0.7504i	-77.1405+0.7504i	-92.1364+0.7504i	-66.7981+0.7504i	-79.1337+0.7504i	-59.3936+0.7504i	-92.6153+0.7504i
2.8500	-68.7493+0.7504i	-81.5058+0.7504i	-77.1723+0.7504i	-92.1704+0.7504i	-66.5977+0.7504i	-78.2814+0.7504i	-59.2963+0.7504i	-92.5971+0.7504i
2.8667	-68.8984+0.7504i	-81.1933+0.7504i	-77.2158+0.7504i	-92.2007+0.7504i	-66.4006+0.7504i	-77.6382+0.7504i	-59.1592+0.7504i	-92.5762+0.7504i
2.8833	-69.0497+0.7504i	-80.7862+0.7504i	-77.2728+0.7504i	-92.2270+0.7504i	-66.2415+0.7504i	-77.1716+0.7504i	-58.9934+0.7504i	-92.5534+0.7504i
2.9000	-69.2010+0.7504i	-80.3242+0.7504i	-77.3430+0.7504i	-92.2529+0.7504i	-66.1468+0.7504i	-76.8126+0.7504i	-58.8080+0.7504i	-92.5292+0.7504i
2.9167	-69.3698+0.7504i	-79.8007+0.7504i	-77.4135+0.7504i	-92.2835+0.7504i	-66.1283+0.7504i	-76.4917+0.7504i	-58.6278+0.7504i	-92.4985+0.7504i
2.9333	-69.5606+0.7504i	-79.2139+0.7504i	-77.5038+0.7504i	-92.3330+0.7504i	-66.1767+0.7504i	-76.1583+0.7504i	-58.4561+0.7504i	-92.4684+0.7504i
2.9500	-69.7486+0.7504i	-78.5938+0.7504i	-77.5906+0.7504i	-92.4198+0.7504i	-66.2742+0.7504i	-75.8016+0.7504i	-58.2962+0.7504i	-92.4397+0.7504i
2.9667	-69.9012+0.7504i	-77.9704+0.7504i	-77.6762+0.7504i	-92.5543+0.7504i	-66.4021+0.7504i	-75.4478+0.7504i	-58.1475+0.7504i	-92.4119+0.7504i
2.9833	-70.0160+0.7504i	-77.3597+0.7504i	-77.7561+0.7504i	-92.7283+0.7504i	-66.5392+0.7504i	-75.1422+0.7504i	-58.0068+0.7504i	-92.3838+0.7504i
3.0000	-70.1078+0.7504i	-76.7789+0.7504i	-77.8170+0.7504i	-92.9122+0.7504i	-66.6614+0.7504i	-74.9243+0.7504i	-57.8737+0.7504i	-92.3547+0.7504i
3.0167	-70.1862+0.7504i	-76.2661+0.7504i	-77.8573+0.7504i	-93.0984+0.7504i	-66.7541+0.7504i	-74.8234+0.7504i	-57.7507+0.7504i	-92.3249+0.7504i
3.0333	-70.2145+0.7504i	-75.8370+0.7504i	-77.8727+0.7504i	-93.2772+0.7504i	-66.8173+0.7504i	-74.8533+0.7504i	-57.6455+0.7504i	-92.2966+0.7504i
3.0500	-70.1749+0.7504i	-75.4571+0.7504i	-77.8611+0.7504i	-93.4370+0.7504i	-66.8587+0.7504i	-75.0018+0.7504i	-57.5668+0.7504i	-92.2714+0.7504i
3.0667	-70.0478+0.7504i	-75.1357+0.7504i	-77.8262+0.7504i	-93.5680+0.7504i	-66.8795+0.7504i	-75.2424+0.7504i	-57.5199+0.7504i	-92.2477+0.7504i
3.0833	-69.8443+0.7504i	-74.9107+0.7504i	-77.7757+0.7504i	-93.6618+0.7504i	-66.8697+0.7504i	-75.5671+0.7504i	-57.5056+0.7504i	-92.2254+0.7504i
3.1000	-69.5918+0.7504i	-74.8065+0.7504i	-77.7156+0.7504i	-93.7094+0.7504i	-66.8311+0.7504i	-76.0143+0.7504i	-57.5274+0.7504i	-92.2043+0.7504i
3.1167	-69.3159+0.7504i	-74.8157+0.7504i	-77.6499+0.7504i	-93.7023+0.7504i	-66.7840+0.7504i	-76.5911+0.7504i	-57.5851+0.7504i	-92.1870+0.7504i
3.1333	-69.0378+0.7504i	-74.9136+0.7504i	-77.5824+0.7504i	-93.6397+0.7504i	-66.7558+0.7504i	-77.4261+0.7504i	-57.6699+0.7504i	-92.1755+0.7504i
3.1500	-68.7664+0.7504i	-75.0833+0.7504i	-77.5175+0.7504i	-93.5315+0.7504i	-66.7508+0.7504i	-78.4617+0.7504i	-57.7684+0.7504i	-92.1718+0.7504i
3.1667	-68.5094+0.7504i	-75.3207+0.7504i	-77.4596+0.7504i	-93.3955+0.7504i	-66.7676+0.7504i	-79.6860+0.7504i	-57.8749+0.7504i	-92.1688+0.7504i
3.1833	-68.2730+0.7504i	-75.6247+0.7504i	-77.4119+0.7504i	-93.2487+0.7504i	-66.7969+0.7504i	-81.0866+0.7504i	-57.9826+0.7504i	-92.1652+0.7504i
3.2000	-68.0522+0.7504i	-75.9911+0.7504i	-77.3735+0.7504i	-93.0997+0.7504i	-66.8262+0.7504i	-82.6785+0.7504i	-58.0881+0.7504i	-92.1591+0.7504i
3.2167	-67.8296+0.7504i	-76.4080+0.7504i	-77.3399+0.7504i	-92.9500+0.7504i	-66.8513+0.7504i	-84.4947+0.7504i	-58.1913+0.7504i	-92.1506+0.7504i
3.2333	-67.6044+0.7504i	-76.8614+0.7504i	-77.3038+0.7504i	-92.7965+0.7504i	-66.8745+0.7504i	-86.5442+0.7504i	-58.2943+0.7504i	-92.1402+0.7504i
3.2500	-67.3977+0.7504i	-77.3369+0.7504i	-77.2660+0.7504i	-92.6492+0.7504i	-66.8963+0.7504i	-88.8062+0.7504i	-58.3975+0.7504i	-92.1279+0.7504i
3.2667	-67.2262+0.7504i	-77.8255+0.7504i	-77.2350+0.7504i	-92.5233+0.7504i	-66.9140+0.7504i	-91.2598+0.7504i	-58.4984+0.7504i	-92.1137+0.7504i
3.2833	-67.0893+0.7504i	-78.3127+0.7504i	-77.2148+0.7504i	-92.4216+0.7504i	-66.9282+0.7504i	-93.8115+0.7504i	-58.5930+0.7504i	-92.0989+0.7504i
3.3000	-66.9764+0.7504i	-78.7794+0.7504i	-77.1952+0.7504i	-92.3487+0.7504i	-66.9463+0.7504i	-96.1241+0.7504i	-58.6816+0.7504i	-92.0868+0.7504i
3.3167	-66.8736+0.7504i	-79.2051+0.7504i	-77.1763+0.7504i	-92.2871+0.7504i	-66.9723+0.7504i	-97.6877+0.7504i	-58.7699+0.7504i	-92.0809+0.7504i
3.3333	-66.7682+0.7504i	-79.5544+0.7504i	-77.1529+0.7504i	-92.2388+0.7504i	-67.0146+0.7504i	-98.3361+0.7504i	-58.8624+0.7504i	-92.0815+0.7504i
3.3500	-66.6513+0.7504i	-79.7966+0.7504i	-77.1270+0.7504i	-92.2059+0.7504i	-67.0750+0.7504i	-98.3509+0.7504i	-58.9589+0.7504i	-92.0867+0.7504i
3.3667	-66.5209+0.7504i	-79.9189+0.7504i	-77.1022+0.7504i	-92.1907+0.7504i	-67.1422+0.7504i	-97.9548+0.7504i	-59.0606+0.7504i	-92.0949+0.7504i
3.3833	-66.3869+0.7504i	-79.9371+0.7504i	-77.0789+0.7504i	-92.1894+0.7504i	-67.2053+0.7504i	-97.2531+0.7504i	-59.1718+0.7504i	-92.1061+0.7504i
3.4000	-66.2651+0.7504i	-79.8766+0.7504i	-77.0549+0.7504i	-92.1936+0.7504i	-67.2665+0.7504i	-96.3440+0.7504i	-59.2961+0.7504i	-92.1200+0.7504i
3.4167	-66.1661+0.7504i	-79.7480+0.7504i	-77.0280+0.7504i	-92.1950+0.7504i	-67.3390+0.7504i	-95.3220+0.7504i	-59.4314+0.7504i	-92.1363+0.7504i
3.4333	-66.0895+0.7504i	-79.5549+0.7504i	-76.9986+0.7504i	-92.1888+0.7504i	-67.4296+0.7504i	-94.2284+0.7504i	-59.5737+0.7504i	-92.1544+0.7504i
3.4500	-66.0222+0.7504i	-79.2877+0.7504i	-76.9682+0.7504i	-92.1738+0.7504i	-67.5403+0.7504i	-93.0822+0.7504i	-59.7194+0.7504i	-92.1738+0.7504i
3.4667	-65.9537+0.7504i	-78.9354+0.7504i	-76.9382+0.7504i	-92.1517+0.7504i	-67.6800+0.7504i	-91.9749+0.7504i	-59.8534+0.7504i	-92.1944+0.7504i
3.4833	-65.8865+0.7504i	-78.4956+0.7504i	-76.9119+0.7504i	-92.1272+0.7504i	-67.8652+0.7504i	-90.9833+0.7504i	-59.9090+0.7504i	-92.2205+0.7504i
3.5000	-65.8293+0.7504i	-77.9769+0.7504i	-76.8945+0.7504i	-92.1058+0.7504i	-68.1024+0.7504i	-90.1254+0.7504i	-59.7883+0.7504i	-92.2600+0.7504i
3.5167	-65.7895+0.7504i	-77.3939+0.7504i	-76.8887+0.7504i	-92.0912+0.7504i	-68.3686+0.7504i	-89.3888+0.7504i	-59.5547+0.7504i	-92.3276+0.7504i
3.5333	-65.7719+0.7504i	-76.7720+0.7504i	-76.8910+0.7504i	-92.0824+0.7504i	-68.6207+0.7504i	-88.7375+0.7504i	-59.2681+0.7504i	-92.4296+0.7504i
3.5500	-65.7817+0.7504i	-76.1528+0.7504i	-76.8919+0.7504i	-92.0742+0.7504i	-68.8188+0.7504i	-88.1408+0.7504i	-58.9406+0.7504i	-92.6040+0.7504i
3.5667	-65.8162+0.7504i	-75.5783+0.7504i	-76.8843+0.7504i	-92.0623+0.7504i	-68.9383+0.7504i	-87.5939+0.7504i	-58.6259+0.7504i	-92.8383+0.7504i
3.5833	-65.8606+0.7504i	-75.0894+0.7504i	-76.8691+0.7504i	-92.0462+0.7504i	-68.9768+0.7504i	-87.1080+0.7504i	-58.3799+0.7504i	-93.0791+0.7504i
3.6000	-65.9029+0.7504i	-74.7182+0.7504i	-76.8538+0.7504i	-92.0295+0.7504i	-68.9490+0.7504i	-86.6321+0.7504i	-58.1917+0.7504i	-93.3196+0.7504i
3.6167	-65.9493+0.7504i	-74.4890+0.7504i	-76.8459+0.7504i	-92.0161+0.7504i	-68.8809+0.7504i	-86.0764+0.7504i	-58.0520+0.7504i	-93.5567+0.7504i
3.6333	-66.0034+0.7504i	-74.4138+0.7504i	-76.8484+0.7504i	-92.0078+0.7504i	-68.8124+0.7504i	-85.3970+0.7504i	-57.9613+0.7504i	-93.7843+0.7504i
3.6500	-66.0612+0.7504i	-74.4860+0.7504i	-76.8608+0.7504i	-92.0041+0.7504i	-68.7879+0.7504i	-84.6209+0.7504i	-57.9228+0.7504i	-93.9816+0.7504i
3.6667	-66.1200+0.7504i	-74.6741+0.7504i	-76.8813+0.7504i	-92.0036+0.7504i	-68.8254+0.7504i	-83.8356+0.7504i	-57.9357+0.7504i	-94.1189+0.7504i
3.6833	-66.1887+0.7504i	-74.9192+0.7504i	-76.9061+0.7504i	-92.0045+0.7504i	-68.9059+0.7504i	-83.1505+0.7504i	-57.9895+0.7504i	-94.1750+0.7504i
3.7000	-66.2776+0.7504i	-75.1624+0.7504i	-76.9322+0.7504i	-92.0057+0.7504i	-68.9883+0.7504i	-82.6099+0.7504i	-58.0716+0.7504i	-94.1471+0.7504i
3.7167	-66.4016+0.7504i	-75.3873+0.7504i	-76.9556+0.7504i	-92.0062+0.7504i	-69.0463+0.7504i	-82.2159+0.7504i	-58.1670+0.7504i	-94.0507+0.7504i
3.7333	-66.5657+0.7504i	-75.6155+0.7504i	-76.9744+0.7504i	-92.0053+0.7504i	-69.0734+0.7504i	-81.8829+0.7504i	-58.2620+0.7504i	-93.9094+0.7504i
3.7500	-66.7546+0.7504i	-75.8830+0.7504i	-76.9891+0.7504i	-92.0040+0.7504i	-69.0786+0.7504i	-81.5860+0.7504i	-58.3472+0.7504i	-93.7438+0.7504i
3.7667	-66.9494+0.7504i	-76.1693+0.7504i	-77.0028+0.7504i	-92.0042+0.7504i	-69.0834+0.7504i	-81.3032+0.7504i	-58.4218+0.7504i	-93.5685+0.7504i
3.7833	-67.1013+0.7504i	-76.5578+0.7504i	-77.0166+0.7504i	-92.0067+0.7504i	-69.1063+0.7504i	-81.0274+0.7504i	-58.4919+0.7504i	-93.3933+0.7504i
3.8000	-67.1950+0.7504i	-76.9491+0.7504i	-77.0282+0.7504i	-92.0098+0.7504i	-69.1533+0.7504i	-80.7683+0.7504i	-58.5661+0.7504i	-93.2230+0.7504i
3.8167	-67.2119+0.7504i	-77.3078+0.7504i	-77.0366+0.7504i	-92.0116+0.7504i	-69.2160+0.7504i	-80.5433+0.7504i	-58.6586+0.7504i	-93.0512+0.7504i
3.8333	-67.1617+0.7504i	-77.6099+0.7504i	-77.0418+0.7504i	-92.0115+0.7504i	-69.2890+0.7504i	-80.3775+0.7504i	-58.7105+0.7504i	-92.9199+0.7504i
3.8500	-67.0792+0.7504i	-77.8524+0.7504i	-77.0450+0.7504i	-92.0100+0.7504i	-69.3697+0.7504i	-80.3070+0.7504i	-58.7112+0.7504i	-92.8284+0.7504i
3.8667	-67.0041+0.7504i	-78.0403+0.7504i	-77.0476+0.7504i	-92.0087+0.7504i	-69.4512+0.7504i	-80.3659+0.7504i	-58.6718+0.7504i	-92.7597+0.7504i
3.8833	-66.9658+0.7504i	-78.1737+0.7504i	-77.0509+0.7504i	-92.0083+0.7504i	-69.5177+0.7504i	-80.5612+0.7504i	-58.5856+0.7504i	-92.7144+0.7504i
3.9000	-66.9820+0.7504i	-78.2526+0.7504i	-77.0559+0.7504i	-92.0100+0.7504i	-69.5565+0.7504i	-80.8490+0.7504i	-58.5273+0.7504i	-92.7044+0.7504i
3.9167	-67.0452+0.7504i	-78.2859+0.7504i	-77.0643+0.7504i	-92.0151+0.7504i	-69.5638+0.7504i	-81.1467+0.7504i	-58.4264+0.7504i	-92.7044+0.7504i
3.9333	-67.1208+0.7504i	-78.2885+0.7504i	-77.0785+0.7504i	-92.0255+0.7504i	-69.5412+0.7504i	-81.3800+0.7504i	-58.3259+0.7504i	-92.7136+0.7504i
3.9500	-67.1849+0.7504i	-78.2732+0.7504i	-77.0984+0.7504i	-92.0410+0.7504i	-69.4847+0.7504i	-81.5083+0.7504i	-58.2536+0.7504i	-92.7244+0.7504i
3.9667	-67.2401+0.7504i	-78.2614+0.7504i	-77.1217+0.7504i	-92.0603+0.7504i	-69.3810+0.7504i	-81.5023+0.7504i	-58.2046+0.7504i	-92.7341+0.7504i
3.9833	-67.3035+0.7504i	-78.2734+0.7504i	-77.1464+0.7504i	-92.0819+0.7504i	-69.2255+0.7504i	-81.3768+0.7504i	-58.1724+0.7504i	-92.7406+0.7504i
4.0000	-67.3789+0.7504i	-78.3256+0.7504i	-77.1742+0.7504i	-92.1069+0.7504i	-69.0359+0.7504i	-81.1327+0.7504i	-58.1492+0.7504i	-92.7430+0.7504i
4.0167	-67.4600+0.7504i	-78.4248+0.7504i	-77.2058+0.7504i	-92.1364+0.7504i	-68.8466+0.7504i	-80.7864+0.7504i	-58.1291+0.7504i	-92.7412+0.7504i
4.0333	-67.5493+0.7504i	-78.5655+0.7504i	-77.2470+0.7504i	-92.1724+0.7504i	-68.6785+0.7504i	-80.3392+0.7504i	-58.0994+0.7504i	-92.7352+0.7504i
4.0500	-67.6605+0.7504i	-78.7248+0.7504i	-77.2993+0.7504i	-92.2156+0.7504i	-68.5147+0.7504i	-79.8043+0.7504i	-58.0752+0.7504i	-92.7274+0.7504i
4.0667	-67.7922+0.7504i	-78.8678+0.7504i	-77.3537+0.7504i	-92.2512+0.7504i	-68.3183+0.7504i	-79.2064+0.7504i	-57.9667+0.7504i	-92.7114+0.7504i
4.0833	-67.9322+0.7504i	-78.9465+0.7504i	-77.4288+0.7504i	-92.3107+0.7504i	-68.0724+0.7504i	-78.5737+0.7504i	-57.8130+0.7504i	-92.6899+0.7504i
4.1000	-68.0847+0.7504i	-78.9211+0.7504i	-77.5137+0.7504i	-92.3892+0.7504i	-67.8004+0.7504i	-77.9376+0.7504i	-57.6313+0.7504i	-92.6651+0.7504i
4.1167	-68.2771+0.7504i	-78.7822+0.7504i	-77.6058+0.7504i	-92.5014+0.7504i	-67.5660+0.7504i	-77.3561+0.7504i	-57.4392+0.7504i	-92.6385+0.7504i
4.1333	-68.5207+0.7504i	-78.5244+0.7504i	-77.7046+0.7504i	-92.6667+0.7504i	-67.4240+0.7504i	-76.8897+0.7504i	-57.2523+0.7504i	-92.6119+0.7504i
4.1500	-68.7916+0.7504i	-78.1241+0.7504i	-77.7938+0.7504i	-92.8670+0.7504i	-67.3926+0.7504i	-76.6050+0.7504i	-57.0848+0.7504i	-92.5869+0.7504i
4.1667	-69.0483+0.7504i	-77.5664+0.7504i	-77.8683+0.7504i	-93.0877+0.7504i	-67.4451+0.7504i	-76.5560+0.7504i	-56.9481+0.7504i	-92.5663+0.7504i
4.1833	-69.2495+0.7504i	-76.8907+0.7504i	-77.9220+0.7504i	-93.3005+0.7504i	-67.5198+0.7504i	-76.7740+0.7504i	-56.8457+0.7504i	-92.5523+0.7504i
4.2000	-69.4039+0.7504i	-76.1187+0.7504i	-77.9507+0.7504i	-93.4810+0.7504i	-67.5548+0.7504i	-77.2645+0.7504i	-56.7716+0.7504i	-92.5455+0.7504i
4.2167	-69.4451+0.7504i	-75.4867+0.7504i	-77.9509+0.7504i	-93.6193+0.7504i	-67.5390+0.7504i	-78.0242+0.7504i	-56.7165+0.7504i	-92.5457+0.7504i
4.2333	-69.4197+0.7504i	-74.9887+0.7504i	-77.9226+0.7504i	-93.7158+0.7504i	-67.5073+0.7504i	-79.0256+0.7504i	-56.6733+0.7504i	-92.5506+0.7504i
4.2500	-69.3550+0.7504i	-74.6651+0.7504i	-77.8692+0.7504i	-93.7688+0.7504i	-67.5121+0.7504i	-80.3381+0.7504i	-56.6400+0.7504i	-92.5569+0.7504i
4.2667	-69.2400+0.7504i	-74.5192+0.7504i	-77.7986+0.7504i	-93.7711+0.7504i	-67.5664+0.7504i	-81.6232+0.7504i	-56.6217+0.7504i	-92.5589+0.7504i
4.2833	-69.0257+0.7504i	-74.5303+0.7504i	-77.7188+0.7504i	-93.7164+0.7504i	-67.6750+0.7504i	-83.2835+0.7504i	-56.6310+0.7504i	-92.5631+0.7504i
4.3000	-68.7050+0.7504i	-74.6858+0.7504i	-77.6354+0.7504i	-93.6096+0.7504i	-67.7996+0.7504i	-85.5316+0.7504i	-56.6700+0.7504i	-92.5672+0.7504i
4.3167	-68.3394+0.7504i	-74.9982+0.7504i	-77.5520+0.7504i	-93.4687+0.7504i	-67.8951+0.7504i	-88.5365+0.7504i	-56.7356+0.7504i	-92.5712+0.7504i
4.3333	-67.9843+0.7504i	-75.4790+0.7504i	-77.4743+0.7504i	-93.3149+0.7504i	-67.9308+0.7504i	-92.5824+0.7504i	-56.8210+0.7504i	-92.5718+0.7504i
4.3500	-67.6402+0.7504i	-76.1195+0.7504i	-77.4114+0.7504i	-93.1621+0.7504i	-67.8996+0.7504i	-98.9004+0.7504i	-56.9150+0.7504i	-92.5644+0.7504i
4.3667	-67.3034+0.7504i	-76.9005+0.7504i	-77.3671+0.7504i	-93.0141+0.7504i	-67.8242+0.7504i	-121.9437+0.7504i	-57.0047+0.7504i	-92.5465+0.7504i
4.3833	-67.0087+0.7504i	-77.8119+0.7504i	-77.3377+0.7504i	-92.8707+0.7504i	-67.7446+0.7504i	-102.2065+0.7504i	-57.0789+0.7504i	-92.5177+0.7504i
4.4000	-66.7992+0.7504i	-78.8465+0.7504i	-77.3101+0.7504i	-92.7268+0.7504i	-67.7055+0.7504i	-97.4506+0.7504i	-57.1332+0.7504i	-92.4804+0.7504i
4.4167	-66.6739+0.7504i	-79.9456+0.7504i	-77.2811+0.7504i	-92.5914+0.7504i	-67.7210+0.7504i	-96.1844+0.7504i	-57.1754+0.7504i	-92.4418+0.7504i
4.4333	-66.6039+0.7504i	-81.0022+0.7504i	-77.2606+0.7504i	-92.4818+0.7504i	-67.7575+0.7504i	-96.8993+0.7504i	-57.2189+0.7504i	-92.4106+0.7504i
4.4500	-66.5740+0.7504i	-81.9732+0.7504i	-77.2316+0.7504i	-92.3733+0.7504i	-67.7474+0.7504i	-99.0702+0.7504i	-57.2733+0.7504i	-92.3903+0.7504i
4.4667	-66.5817+0.7504i	-82.9237+0.7504i	-77.2075+0.7504i	-92.2762+0.7504i	-67.6674+0.7504i	-101.5541+0.7504i	-57.3454+0.7504i	-92.3767+0.7504i
4.4833	-66.6040+0.7504i	-83.9369+0.7504i	-77.1690+0.7504i	-92.1784+0.7504i	-67.5634+0.7504i	-102.6351+0.7504i	-57.4430+0.7504i	-92.3614+0.7504i
4.5000	-66.5983+0.7504i	-84.9938+0.7504i	-77.1287+0.7504i	-92.0903+0.7504i	-67.5059+0.7504i	-102.4016+0.7504i	-57.5782+0.7504i	-92.3362+0.7504i
